X,Y,K,J
10.0,78,7,33.164254196681085
10.0,79,7,34.68959080790195
10.0,80,7,33.30573808553086
10.5,62,1,20.522201643946516
10.5,63,1,19.094436572820985
10.5,64,1,19.3808690543417
10.5,65,1,19.679399330635377
10.5,66,1,19.43584775696905
10.5,67,1,20.22655376741326
10.5,68,1,19.28920760734929
10.5,69,1,19.535752305094267
10.5,70,1,19.830050803656434
10.5,71,1,20.107299448016462
10.5,72,1,19.990851108481618
10.5,73,1,19.42351048855499
10.5,74,1,19.413344139455283
10.5,75,1,19.72851933327864
10.5,76,1,20.022424405254988
10.5,77,1,19.328424972533064
10.5,78,1,19.542235028424685
10.5,79,1,18.86784745469025
10.5,80,1,19.68260173756901
10.5,62,3,34.30220164394652
10.5,63,3,26.114436572820985
10.5,64,3,26.260869054341704
10.5,65,3,26.139399330635374
10.5,66,3,26.215847756969048
10.5,67,3,26.266553767413264
10.5,68,3,23.689207607349292
10.5,69,3,24.03575230509427
10.5,70,3,24.230050803656436
10.5,71,3,24.087299448016466
10.5,72,3,23.830851108481617
10.5,73,3,22.56351048855499
10.5,74,3,22.83334413945528
10.5,75,3,22.728519333278637
10.5,76,3,22.882424405254984
10.5,77,3,22.288424972533065
10.5,78,3,22.262235028424683
10.5,79,3,21.92784745469025
10.5,80,3,23.782601737569003
10.5,62,5,54.92220164394652
10.5,63,5,33.13443657282099
10.5,64,5,32.02086905434171
10.5,65,5,31.059399330635376
10.5,66,5,31.855847756969048
10.5,67,5,30.906553767413264
10.5,68,5,30.16920760734929
10.5,69,5,29.51575230509427
10.5,70,5,30.570050803656436
10.5,71,5,29.447299448016462
10.5,72,5,29.61085110848162
10.5,73,5,27.643510488554995
10.5,74,5,27.773344139455283
10.5,75,5,27.388519333278637
10.5,76,5,27.542424405254984
10.5,77,5,27.068424972533066
10.5,78,5,27.20223502842468
10.5,79,5,25.807847454690254
10.5,80,5,28.082601737569007
10.5,62,7,56.782201643946514
10.5,63,7,38.394436572820986
10.5,64,7,36.720869054341705
10.5,65,7,36.31939933063537
10.5,66,7,38.475847756969046
10.5,67,7,35.88655376741326
10.5,68,7,34.12920760734929
10.5,69,7,34.635752305094265
10.5,70,7,34.53005080365643
10.5,71,7,34.24729944801646
10.5,72,7,34.55085110848162
10.5,73,7,32.44351048855499
10.5,74,7,32.57334413945528
10.5,75,7,32.74851933327864
10.5,76,7,32.34242440525499
10.5,77,7,32.04842497253306
10.5,78,7,31.722235028424677
10.5,79,7,30.28784745469025
10.5,80,7,30.582601737569007
11.0,62,1,21.86700967635835
11.0,63,1,20.334084982072717
11.0,64,1,20.6176509578355
11.0,65,1,20.889840256075402
11.0,66,1,20.669976212721874
11.0,67,1,20.756857526097775
11.0,68,1,20.945189664038175
11.0,69,1,21.301066428018416
11.0,70,1,20.9048973435963
11.0,71,1,21.03683782633858
11.0,72,1,21.326003672426065
11.0,73,1,21.450411484326875
11.0,74,1,20.638242226427526
11.0,75,1,20.948424293902008
11.0,76,1,20.262857365560844
11.0,77,1,20.577102081227256
11.0,78,1,20.747974836086332
11.0,79,1,20.30835727701832
11.0,80,1,21.148843799912388
11.0,62,3,28.867009676358354
11.0,63,3,26.774084982072715
11.0,64,3,26.637650957835497
11.0,65,3,25.7898402560754
11.0,66,3,26.229976212721876
11.0,67,3,25.656857526097774
11.0,68,3,26.785189664038175
11.0,69,3,26.201066428018414
11.0,70,3,25.3848973435963
11.0,71,3,24.256837826338582
11.0,72,3,24.546003672426068
11.0,73,3,24.530411484326873
11.0,74,3,23.99824222642752
11.0,75,3,24.308424293902
11.0,76,3,24.322857365560843
11.0,77,3,24.177102081227254
11.0,78,3,24.66797483608633
11.0,79,3,23.68835727701832
11.0,80,3,23.768843799912386
11.0,62,5,35.90700967635835
11.0,63,5,34.234084982072716
11.0,64,5,32.8376509578355
11.0,65,5,30.8698402560754
11.0,66,5,31.78997621272187
11.0,67,5,29.196857526097773
11.0,68,5,32.20518966403817
11.0,69,5,29.741066428018414
11.0,70,5,28.364897343596297
11.0,71,5,28.216837826338576
11.0,72,5,28.50600367242606
11.0,73,5,28.490411484326874
11.0,74,5,27.958242226427522
11.0,75,5,28.128424293902
11.0,76,5,27.862857365560842
11.0,77,5,27.497102081227258
11.0,78,5,27.78797483608633
11.0,79,5,26.84835727701832
11.0,80,5,27.588843799912386
11.0,62,7,44.467009676358344
11.0,63,7,43.914084982072715
11.0,64,7,43.0776509578355
11.0,65,7,40.409840256075405
11.0,66,7,39.40997621272188
11.0,67,7,36.49685752609778
11.0,68,7,39.82518966403818
11.0,69,7,37.04106642801842
11.0,70,7,35.9448973435963
11.0,71,7,35.51683782633858
11.0,72,7,35.806003672426066
11.0,73,7,35.650411484326874
11.0,74,7,34.558242226427524
11.0,75,7,34.308424293902
11.0,76,7,34.18285736556084
11.0,77,7,34.417102081227256
11.0,78,7,31.86797483608633
11.0,79,7,31.36835727701832
11.0,80,7,30.448843799912385
11.5,62,1,19.097287575146265
11.5,63,1,19.393747869831813
11.5,64,1,19.154862845289205
11.5,65,1,19.446941732092004
11.5,66,1,20.240150330426847
11.5,67,1,19.30244814200476
11.5,68,1,19.54499179641146
11.5,69,1,19.843549980816984
11.5,70,1,20.12120402036625
11.5,71,1,20.0022947021925
11.5,72,1,19.437207269156673
11.5,73,1,19.42646983469815
11.5,74,1,19.740720191664888
11.5,75,1,20.035777574443735
11.5,76,1,19.33365289747843
11.5,77,1,19.624104581733853
11.5,78,1,19.842193769216962
11.5,79,1,19.153650614851713
11.5,80,1,19.563703203767588
11.5,62,3,26.117287575146264
11.5,63,3,26.273747869831816
11.5,64,3,26.034862845289204
11.5,65,3,26.046941732092
11.5,66,3,26.28015033042685
11.5,67,3,23.52244814200476
11.5,68,3,24.044991796411463
11.5,69,3,24.063549980816987
11.5,70,3,23.92120402036625
11.5,71,3,23.662294702192497
11.5,72,3,22.397207269156674
11.5,73,3,22.666469834698148
11.5,74,3,22.560720191664885
11.5,75,3,22.71577757444373
11.5,76,3,22.29365289747843
11.5,77,3,22.164104581733852
11.5,78,3,22.38219376921696
11.5,79,3,21.933650614851715
11.5,80,3,23.603703203767587
11.5,62,5,32.717287575146266
11.5,63,5,31.61374786983182
11.5,64,5,32.454862845289206
11.5,65,5,31.626941732092
11.5,66,5,30.500150330426848
11.5,67,5,29.942448142004757
11.5,68,5,29.10499179641146
11.5,69,5,30.343549980816988
11.5,70,5,29.221204020366248
11.5,71,5,29.382294702192503
11.5,72,5,27.417207269156677
11.5,73,5,27.546469834698147
11.5,74,5,27.160720191664886
11.5,75,5,27.315777574443732
11.5,76,5,26.653652897478437
11.5,77,5,27.04410458173385
11.5,78,5,27.122193769216963
11.5,79,5,25.53365061485171
11.5,80,5,27.063703203767588
11.5,62,7,37.31728757514627
11.5,63,7,35.65374786983181
11.5,64,7,38.59486284528921
11.5,65,7,38.186941732092
11.5,66,7,34.82015033042684
11.5,67,7,33.84244814200476
11.5,68,7,33.564991796411455
11.5,69,7,34.24354998081699
11.5,70,7,33.96120402036625
11.5,71,7,34.2622947021925
11.5,72,7,32.15720726915668
11.5,73,7,32.28646983469815
11.5,74,7,32.46072019166489
11.5,75,7,32.05577757444373
11.5,76,7,30.97365289747843
11.5,77,7,31.504104581733852
11.5,78,7,31.302193769216963
11.5,79,7,30.09365061485171
11.5,80,7,29.26370320376759
12.0,62,1,19.442986798536197
12.0,63,1,19.730903285263246
12.0,64,1,19.861545097138414
12.0,65,1,20.141704115848533
12.0,66,1,19.30436024442637
12.0,67,1,19.432488611990244
12.0,68,1,19.74038998416152
12.0,69,1,20.0135410476967
12.0,70,1,20.28911882139372
12.0,71,1,20.158070531641286
12.0,72,1,19.596117781893504
12.0,73,1,19.630494090389227
12.0,74,1,19.918700266984878
12.0,75,1,20.21778460630235
12.0,76,1,19.49660311154177
12.0,77,1,19.794479290172347
12.0,78,1,20.006795883772767
12.0,79,1,19.328230558745993
12.0,80,1,19.738015094153837
12.0,62,3,28.0029867985362
12.0,63,3,28.150903285263247
12.0,64,3,26.32154509713841
12.0,65,3,26.181704115848536
12.0,66,3,25.344360244426372
12.0,67,3,23.932488611990244
12.0,68,3,23.960389984161523
12.0,69,3,24.2335410476967
12.0,70,3,24.089118821393726
12.0,71,3,23.81807053164129
12.0,72,3,22.556117781893505
12.0,73,3,22.870494090389226
12.0,74,3,22.738700266984875
12.0,75,3,22.897784606302345
12.0,76,3,22.45660311154177
12.0,77,3,22.334479290172347
12.0,78,3,22.546795883772766
12.0,79,3,22.108230558745994
12.0,80,3,23.778015094153837
12.0,62,5,39.882986798536194
12.0,63,5,35.97090328526324
12.0,64,5,30.821545097138415
12.0,65,5,30.821704115848533
12.0,66,5,30.36436024442637
12.0,67,5,28.992488611990247
12.0,68,5,30.38038998416152
12.0,69,5,30.5135410476967
12.0,70,5,29.389118821393723
12.0,71,5,29.53807053164129
12.0,72,5,27.576117781893508
12.0,73,5,27.750494090389225
12.0,74,5,27.338700266984876
12.0,75,5,27.497784606302346
12.0,76,5,26.816603111541774
12.0,77,5,27.214479290172346
12.0,78,5,27.286795883772765
12.0,79,5,25.708230558745992
12.0,80,5,27.238015094153837
12.0,62,7,54.00298679853619
12.0,63,7,42.950903285263244
12.0,64,7,35.42154509713841
12.0,65,7,35.421704115848534
12.0,66,7,35.524360244426376
12.0,67,7,33.45248861199024
12.0,68,7,34.14038998416152
12.0,69,7,34.413541047696704
12.0,70,7,34.129118821393725
12.0,71,7,34.41807053164129
12.0,72,7,32.31611778189351
12.0,73,7,32.49049409038923
12.0,74,7,32.63870026698488
12.0,75,7,32.23778460630234
12.0,76,7,31.13660311154177
12.0,77,7,31.674479290172346
12.0,78,7,31.466795883772765
12.0,79,7,30.26823055874599
12.0,80,7,29.43801509415384
12.5,62,1,19.42110779623093
12.5,63,1,19.156952600117116
12.5,64,1,19.471232811557474
12.5,65,1,20.27806580899983
12.5,66,1,19.327114312172444
12.5,67,1,19.587800551012077
12.5,68,1,19.883321980259392
12.5,69,1,20.138645025334
12.5,70,1,20.022687956331552
12.5,71,1,19.44622737716735
12.5,72,1,19.46223871084485
12.5,73,1,19.7800238346598
12.5,74,1,20.053932780584635
12.5,75,1,19.359746658840315
12.5,76,1,19.65968292756321
12.5,77,1,19.93472358843621
12.5,78,1,20.14330714277107
12.5,79,1,19.473591148574194
12.5,80,1,19.440949115274545
12.5,62,3,26.30110779623093
12.5,63,3,25.97695260011711
12.5,64,3,26.011232811557473
12.5,65,3,26.318065808999833
12.5,66,3,23.487114312172444
12.5,67,3,23.747800551012077
12.5,68,3,24.043321980259392
12.5,69,3,23.878645025334002
12.5,70,3,23.622687956331553
12.5,71,3,22.34622737716735
12.5,72,3,22.642238710844847
12.5,73,3,22.5400238346598
12.5,74,3,22.673932780584632
12.5,75,3,22.319746658840316
12.5,76,3,22.139682927563207
12.5,77,3,22.414723588436207
12.5,78,3,22.62330714277107
12.5,79,3,21.873591148574196
12.5,80,3,23.140949115274545
12.5,62,5,31.58110779623093
12.5,63,5,32.45695260011711
12.5,64,5,31.65123281155747
12.5,65,5,30.47806580899983
12.5,66,5,29.96711431217244
12.5,67,5,30.227800551012077
12.5,68,5,30.383321980259396
12.5,69,5,29.238645025334
12.5,70,5,29.402687956331555
12.5,71,5,27.42622737716735
12.5,72,5,27.582238710844848
12.5,73,5,27.200023834659795
12.5,74,5,27.333932780584632
12.5,75,5,26.61974665884032
12.5,76,5,27.07968292756321
12.5,77,5,27.214723588436208
12.5,78,5,26.58330714277107
12.5,79,5,25.23359114857419
12.5,80,5,26.980949115274548
12.5,62,7,35.68110779623093
12.5,63,7,38.53695260011711
12.5,64,7,38.15123281155747
12.5,65,7,34.858065808999825
12.5,66,7,33.807114312172445
12.5,67,7,33.927800551012076
12.5,68,7,34.22332198025939
12.5,69,7,33.918645025334
12.5,70,7,34.222687956331555
12.5,71,7,32.10622737716735
12.5,72,7,32.26223871084485
12.5,73,7,32.4400238346598
12.5,74,7,32.01393278058463
12.5,75,7,30.999746658840316
12.5,76,7,31.479682927563207
12.5,77,7,31.33472358843621
12.5,78,7,30.28330714277107
12.5,79,7,28.573591148574195
12.5,80,7,29.12094911527454
13.0,62,1,19.366888937415847
13.0,63,1,18.777555171446963
13.0,64,1,19.057723113254845
13.0,65,1,19.50038248553244
13.0,66,1,19.328512052929135
13.0,67,1,20.0764138644143
13.0,68,1,19.649565088096168
13.0,69,1,19.785142920560105
13.0,70,1,20.074094652437367
13.0,71,1,20.212141910586514
13.0,72,1,19.406518222006827
13.0,73,1,19.69472439966202
13.0,74,1,19.01380873936582
13.0,75,1,18.972627244745844
13.0,76,1,19.570503423428114
13.0,77,1,19.86902724419626
13.0,78,1,20.067163029540772
13.0,79,1,20.773356729621252
13.0,80,1,20.8840309854458
13.0,62,3,25.866888937415847
13.0,63,3,24.757555171446963
13.0,64,3,25.03772311325484
13.0,65,3,24.880382485532444
13.0,66,3,25.588512052929133
13.0,67,3,25.4564138644143
13.0,68,3,24.60956508809617
13.0,69,3,23.485142920560108
13.0,70,3,23.774094652437366
13.0,71,3,23.772141910586512
13.0,72,3,23.246518222006827
13.0,73,3,23.534724399662018
13.0,74,3,23.55380873936582
13.0,75,3,22.992627244745844
13.0,76,3,23.970503423428116
13.0,77,3,24.269027244196263
13.0,78,3,24.327163029540774
13.0,79,3,23.553356729621253
13.0,80,3,23.1240309854458
13.0,62,5,32.30688893741585
13.0,63,5,30.917555171446963
13.0,64,5,31.197723113254845
13.0,65,5,28.66038248553244
13.0,66,5,31.608512052929136
13.0,67,5,29.2364138644143
13.0,68,5,27.829565088096167
13.0,69,5,27.685142920560104
13.0,70,5,27.974094652437365
13.0,71,5,27.972141910586515
13.0,72,5,27.446518222006826
13.0,73,5,27.59472439966202
13.0,74,5,27.33380873936582
13.0,75,5,26.912627244745845
13.0,76,5,27.330503423428116
13.0,77,5,27.629027244196262
13.0,78,5,27.407163029540772
13.0,79,5,26.693356729621254
13.0,80,5,26.644030985445802
13.0,62,7,40.98688893741585
13.0,63,7,35.49755517144696
13.0,64,7,35.21772311325484
13.0,65,7,34.40038248553244
13.0,66,7,35.62851205292913
13.0,67,7,34.9764138644143
13.0,68,7,33.84956508809617
13.0,69,7,33.425142920560106
13.0,70,7,33.71409465243737
13.0,71,7,33.57214191058651
13.0,72,7,32.48651822200682
13.0,73,7,32.21472439966202
13.0,74,7,32.09380873936583
13.0,75,7,30.232627244745846
13.0,76,7,29.850503423428115
13.0,77,7,29.72902724419626
13.0,78,7,29.647163029540774
13.0,79,7,29.093356729621252
13.0,80,7,30.244030985445804
13.5,62,1,19.672314022524162
13.5,63,1,19.425369542223248
13.5,64,1,20.239631552007346
13.5,65,1,19.283882744597896
13.5,66,1,19.5481785267377
13.5,67,1,19.84393490764364
13.5,68,1,20.100829374123965
13.5,69,1,19.98951014087463
13.5,70,1,19.415804693610937
13.5,71,1,19.421914460723926
13.5,72,1,19.722768252380398
13.5,73,1,20.141340383257457
13.5,74,1,19.328263241108683
13.5,75,1,19.614468035904125
13.5,76,1,19.903705569062797
13.5,77,1,20.177325492488766
13.5,78,1,20.259440088861716
13.5,79,1,19.72600375606408
13.5,80,1,19.43426572404361
13.5,62,3,26.012314022524162
13.5,63,3,25.365369542223245
13.5,64,3,26.159631552007347
13.5,65,3,22.8438827445979
13.5,66,3,23.1081785267377
13.5,67,3,23.40393490764364
13.5,68,3,23.24082937412397
13.5,69,3,22.98951014087463
13.5,70,3,21.715804693610938
13.5,71,3,22.001914460723924
13.5,72,3,21.882768252380394
13.5,73,3,22.42134038325746
13.5,74,3,22.168263241108683
13.5,75,3,21.49446803590412
13.5,76,3,21.783705569062796
13.5,77,3,22.057325492488765
13.5,78,3,21.99944008886171
13.5,79,3,22.06600375606408
13.5,80,3,22.39426572404361
13.5,62,5,29.91231402252416
13.5,63,5,30.405369542223244
13.5,64,5,29.779631552007352
13.5,65,5,28.723882744597898
13.5,66,5,28.9881785267377
13.5,67,5,29.14393490764364
13.5,68,5,28.000829374123967
13.5,69,5,28.16951014087463
13.5,70,5,26.19580469361094
13.5,71,5,26.341914460723924
13.5,72,5,25.942768252380397
13.5,73,5,26.181340383257456
13.5,74,5,25.928263241108684
13.5,75,5,25.834468035904123
13.5,76,5,25.983705569062796
13.5,77,5,25.417325492488764
13.5,78,5,25.63944008886171
13.5,79,5,24.96600375606408
13.5,80,5,24.514265724043607
13.5,62,7,34.39231402252416
13.5,63,7,37.08536954222325
13.5,64,7,33.97963155200735
13.5,65,7,32.7438827445979
13.5,66,7,32.8681785267377
13.5,67,7,33.16393490764364
13.5,68,7,32.860829374123966
13.5,69,7,33.16951014087463
13.5,70,7,31.055804693610938
13.5,71,7,31.201914460723923
13.5,72,7,31.362768252380395
13.5,73,7,30.101340383257458
13.5,74,7,30.128263241108684
13.5,75,7,30.41446803590412
13.5,76,7,30.283705569062796
13.5,77,7,29.297325492488763
13.5,78,7,28.95944008886171
13.5,79,7,28.26600375606408
13.5,80,7,28.55426572404361
14.0,62,1,19.49485513958495
14.0,63,1,19.031751386811443
14.0,64,1,19.358791025253215
14.0,65,1,19.311644035835318
14.0,66,1,19.904544267109536
14.0,67,1,19.511270757612635
14.0,68,1,19.638692361143924
14.0,69,1,19.92783063921126
14.0,70,1,20.0524325383223
14.0,71,1,19.240267709441454
14.0,72,1,19.551706123775045
14.0,73,1,18.864891759030535
14.0,74,1,18.939107970363345
14.0,75,1,19.417872650138037
14.0,76,1,19.493370340901706
14.0,77,1,19.977970472195146
14.0,78,1,20.20841887780682
14.0,79,1,20.01162963513606
14.0,80,1,21.08387051914101
14.0,62,3,24.03485513958495
14.0,63,3,25.01175138681144
14.0,64,3,23.898791025253214
14.0,65,3,25.571644035835316
14.0,66,3,24.444544267109535
14.0,67,3,23.63127075761264
14.0,68,3,22.498692361143924
14.0,69,3,22.787830639211258
14.0,70,3,22.7724325383223
14.0,71,3,22.240267709441454
14.0,72,3,22.55170612377504
14.0,73,3,22.564891759030537
14.0,74,3,22.959107970363345
14.0,75,3,22.977872650138035
14.0,76,3,23.5133703409017
14.0,77,3,23.397970472195148
14.0,78,3,23.06841887780682
14.0,79,3,23.39162963513606
14.0,80,3,23.383870519141013
14.0,62,5,29.894855139584948
14.0,63,5,30.87175138681144
14.0,64,5,28.218791025253214
14.0,65,5,31.291644035835315
14.0,66,5,28.764544267109535
14.0,67,5,27.391270757612638
14.0,68,5,27.238692361143926
14.0,69,5,27.52783063921126
14.0,70,5,27.5124325383223
14.0,71,5,26.980267709441456
14.0,72,5,27.151706123775043
14.0,73,5,26.884891759030538
14.0,74,5,26.579107970363346
14.0,75,5,26.877872650138034
14.0,76,5,26.433370340901703
14.0,77,5,27.017970472195145
14.0,78,5,26.68841887780682
14.0,79,5,26.771629635136062
14.0,80,5,26.843870519141014
14.0,62,7,38.114855139584954
14.0,63,7,34.35175138681144
14.0,64,7,34.198791025253215
14.0,65,7,34.77164403583532
14.0,66,7,34.74454426710954
14.0,67,7,33.651270757612636
14.0,68,7,33.21869236114392
14.0,69,7,33.50783063921126
14.0,70,7,33.3524325383223
14.0,71,7,32.26026770944145
14.0,72,7,32.01170612377504
14.0,73,7,31.884891759030538
14.0,74,7,29.359107970363347
14.0,75,7,29.637872650138036
14.0,76,7,28.653370340901702
14.0,77,7,29.49797047219515
14.0,78,7,28.74841887780682
14.0,79,7,28.93162963513606
14.0,80,7,29.483870519141007
14.5,62,1,19.353667883571987
14.5,63,1,19.19304477430359
14.5,64,1,18.22874733121354
14.5,65,1,18.49452629630158
14.5,66,1,19.753644710180634
14.5,67,1,20.019673402087253
14.5,68,1,19.878984068674562
14.5,69,1,19.347648408628565
14.5,70,1,19.334538408556128
14.5,71,1,19.645703470446264
14.5,72,1,19.097198979509496
14.5,73,1,20.249626632580885
14.5,74,1,19.529804984296433
14.5,75,1,19.839828540519726
14.5,76,1,20.098854365532063
14.5,77,1,20.246106526043746
14.5,78,1,20.462183645788176
14.5,79,1,19.986375514736395
14.5,80,1,19.700175649376586
14.5,62,3,25.353667883571983
14.5,63,3,25.77304477430359
14.5,64,3,23.26874733121354
14.5,65,3,23.534526296301582
14.5,66,3,23.373644710180635
14.5,67,3,23.219673402087256
14.5,68,3,22.93898406867456
14.5,69,3,21.707648408628565
14.5,70,3,21.97453840855613
14.5,71,3,21.865703470446263
14.5,72,3,22.037198979509498
14.5,73,3,22.329626632580883
14.5,74,3,21.469804984296438
14.5,75,3,21.779828540519727
14.5,76,3,22.038854365532064
14.5,77,3,22.046106526043747
14.5,78,3,22.262183645788177
14.5,79,3,22.326375514736394
14.5,80,3,22.420175649376585
14.5,62,5,30.333667883571984
14.5,63,5,29.573044774303593
14.5,64,5,27.90874733121354
14.5,65,5,28.174526296301583
14.5,66,5,29.053644710180635
14.5,67,5,27.919673402087252
14.5,68,5,28.05898406867456
14.5,69,5,26.127648408628566
14.5,70,5,26.25453840855613
14.5,71,5,25.865703470446263
14.5,72,5,25.977198979509495
14.5,73,5,26.329626632580883
14.5,74,5,25.74980498429644
14.5,75,5,25.919828540519728
14.5,76,5,25.338854365532065
14.5,77,5,25.62610652604375
14.5,78,5,25.562183645788178
14.5,79,5,25.226375514736393
14.5,80,5,24.600175649376585
14.5,62,7,37.01366788357198
14.5,63,7,33.59304477430359
14.5,64,7,32.06874733121354
14.5,65,7,32.334526296301576
14.5,66,7,33.07364471018063
14.5,67,7,32.779673402087255
14.5,68,7,33.05898406867456
14.5,69,7,30.987648408628566
14.5,70,7,31.11453840855613
14.5,71,7,31.285703470446265
14.5,72,7,29.717198979509497
14.5,73,7,31.189626632580882
14.5,74,7,30.329804984296437
14.5,75,7,30.219828540519725
14.5,76,7,29.218854365532064
14.5,77,7,28.946106526043746
14.5,78,7,29.162183645788176
14.5,79,7,28.526375514736394
14.5,80,7,28.700175649376586
15.0,62,1,19.074266407763595
15.0,63,1,19.188425763362655
15.0,64,1,19.344546002367615
15.0,65,1,19.60300252207564
15.0,66,1,18.22586907204215
15.0,67,1,20.1760522145946
15.0,68,1,20.048680858584014
15.0,69,1,19.46591032589439
15.0,70,1,19.489269367583496
15.0,71,1,19.805328749212947
15.0,72,1,20.104630835555525
15.0,73,1,18.409864164291413
15.0,74,1,19.66859520106518
15.0,75,1,18.972523198693253
15.0,76,1,20.236334860709313
15.0,77,1,20.402251878960644
15.0,78,1,20.60867790127888
15.0,79,1,20.138378460912932
15.0,80,1,19.84637092875738
15.0,62,3,25.654266407763593
15.0,63,3,24.628425763362657
15.0,64,3,22.964546002367616
15.0,65,3,23.223002522075646
15.0,66,3,23.965869072042153
15.0,67,3,23.3760522145946
15.0,68,3,23.10868085858401
15.0,69,3,21.82591032589439
15.0,70,3,22.129269367583497
15.0,71,3,22.025328749212946
15.0,72,3,22.184630835555524
15.0,73,3,21.909864164291413
15.0,74,3,21.60859520106518
15.0,75,3,22.05252319869325
15.0,76,3,22.176334860709314
15.0,77,3,22.202251878960645
15.0,78,3,22.40867790127888
15.0,79,3,22.478378460912932
15.0,80,3,22.56637092875738
15.0,62,5,29.874266407763592
15.0,63,5,29.048425763362655
15.0,64,5,28.784546002367613
15.0,65,5,29.04300252207564
15.0,66,5,28.04586907204215
15.0,67,5,28.076052214594597
15.0,68,5,28.228680858584013
15.0,69,5,26.245910325894393
15.0,70,5,26.409269367583498
15.0,71,5,26.025328749212946
15.0,72,5,26.184630835555524
15.0,73,5,25.84986416429141
15.0,74,5,25.888595201065183
15.0,75,5,25.992523198693256
15.0,76,5,25.476334860709315
15.0,77,5,25.782251878960643
15.0,78,5,25.708677901278882
15.0,79,5,25.37837846091293
15.0,80,5,24.74637092875738
15.0,62,7,34.1742664077636
15.0,63,7,34.32842576336265
15.0,64,7,32.804546002367616
15.0,65,7,32.92300252207564
15.0,66,7,31.365869072042152
15.0,67,7,32.936052214594596
15.0,68,7,33.22868085858401
15.0,69,7,31.105910325894392
15.0,70,7,31.269269367583497
15.0,71,7,31.445328749212948
15.0,72,7,31.044630835555523
15.0,73,7,29.869864164291414
15.0,74,7,30.46859520106518
15.0,75,7,29.312523198693256
15.0,76,7,29.356334860709314
15.0,77,7,29.102251878960644
15.0,78,7,29.30867790127888
15.0,79,7,28.67837846091293
15.0,80,7,28.84637092875738
15.5,62,1,19.18506280764459
15.5,63,1,18.22212538364508
15.5,64,1,18.48975408481165
15.5,65,1,18.907238888095215
15.5,66,1,17.90879328622201
15.5,67,1,19.032107165324746
15.5,68,1,18.49374977335433
15.5,69,1,18.48641087348215
15.5,70,1,18.794943695278143
15.5,71,1,19.087159855805556
15.5,72,1,19.390377720724267
15.5,73,1,18.53548209889979
15.5,74,1,18.993160541848198
15.5,75,1,19.251043606842693
15.5,76,1,19.3974380544795
15.5,77,1,19.745940740288415
15.5,78,1,19.891544657755702
15.5,79,1,20.272387985742675
15.5,80,1,19.965545517167175
15.5,62,3,25.70506280764459
15.5,63,3,23.20212538364508
15.5,64,3,23.469754084811655
15.5,65,3,23.007238888095216
15.5,66,3,23.44879328622201
15.5,67,3,22.572107165324745
15.5,68,3,21.33374977335433
15.5,69,3,21.606410873482147
15.5,70,3,21.494943695278145
15.5,71,3,21.647159855805555
15.5,72,3,21.950377720724266
15.5,73,3,21.975482098899793
15.5,74,3,21.4131605418482
15.5,75,3,21.67104360684269
15.5,76,3,21.677438054479502
15.5,77,3,22.025940740288416
15.5,78,3,22.171544657755703
15.5,79,3,22.612387985742675
15.5,80,3,22.685545517167174
