X,Y,K,J
14.999999999999996,63.5,1,19.500282524111686
14.999999999999996,64.0,1,19.344546002367615
14.999999999999996,64.5,1,18.50122207584214
14.999999999999996,65.0,1,19.60300252207564
14.999999999999996,65.5,1,18.775842056744835
14.999999999999996,66.0,1,18.22586907204215
14.999999999999996,66.5,1,18.356852370273316
14.999999999999996,67.0,1,20.1760522145946
14.999999999999996,67.5,1,18.206427331632145
14.999999999999996,68.0,1,20.048680858584014
14.999999999999996,68.5,1,18.229783958106008
14.999999999999996,69.0,1,19.46591032589439
14.999999999999996,69.5,1,18.503058262142435
14.999999999999996,70.0,1,19.489269367583496
14.999999999999996,70.5,1,18.807704634076067
15.099999999999996,61.0,1,19.037611883494954
15.099999999999996,61.5,1,18.92338128416927
15.099999999999996,62.0,1,19.049081484837814
15.099999999999996,62.5,1,19.175485102190954
15.099999999999996,63.0,1,18.896794207250572
15.099999999999996,63.5,1,19.476549564196706
15.099999999999996,64.0,1,19.32783611019333
15.099999999999996,64.5,1,19.464754269103683
15.099999999999996,65.0,1,19.44395826815603
15.099999999999996,65.5,1,19.17897821888778
15.099999999999996,66.0,1,19.05008601732161
15.099999999999996,66.5,1,19.314886112610417
15.099999999999996,67.0,1,19.176090729246148
15.099999999999996,67.5,1,19.618081092684175
15.099999999999996,68.0,1,19.465459557271956
15.099999999999996,68.5,1,18.77095855803509
15.099999999999996,69.0,1,19.604014186605507
15.099999999999996,69.5,1,19.042152255619634
15.099999999999996,70.0,1,18.781374474210658
15.099999999999996,70.5,1,19.357517283379757
15.199999999999996,61.0,1,18.78617463189662
15.199999999999996,61.5,1,18.94993509872339
15.199999999999996,62.0,1,19.069916327411356
15.199999999999996,62.5,1,19.210910478924497
15.199999999999996,63.0,1,19.340181539520124
15.199999999999996,63.5,1,19.504629979610776
15.199999999999996,64.0,1,19.348533882572198
15.199999999999996,64.5,1,19.485598893919253
15.199999999999996,65.0,1,19.476293280742315
15.199999999999996,65.5,1,19.21697500199005
15.199999999999996,66.0,1,19.071527259284625
15.199999999999996,66.5,1,19.33690547145209
15.199999999999996,67.0,1,19.207844080598015
15.199999999999996,67.5,1,19.641359321079413
15.199999999999996,68.0,1,19.491980165692652
15.199999999999996,68.5,1,18.791797386327648
15.199999999999996,69.0,1,19.630941886890028
15.199999999999996,69.5,1,19.075192493661646
15.199999999999996,70.0,1,18.81481344548449
15.199999999999996,70.5,1,19.38792871185509
15.299999999999995,61.0,1,19.099708549492938
15.299999999999995,61.5,1,18.974214279581904
15.299999999999995,62.0,1,19.098366467154662
15.299999999999995,62.5,1,19.24142967367945
15.299999999999995,63.0,1,18.945386062860045
15.299999999999995,63.5,1,19.530833208291607
15.299999999999995,64.0,1,19.37033331051423
15.299999999999995,64.5,1,19.512574440300554
15.299999999999995,65.0,1,19.52778099043807
15.299999999999995,65.5,1,19.24696011665808
15.299999999999995,66.0,1,19.087819568071982
15.299999999999995,66.5,1,19.36227927890544
15.299999999999995,67.0,1,19.227597940248994
15.299999999999995,67.5,1,19.67693936765066
15.299999999999995,68.0,1,19.51766815324504
15.299999999999995,68.5,1,18.809826157815046
15.299999999999995,69.0,1,19.66560466984317
15.299999999999995,69.5,1,19.106056506958513
15.299999999999995,70.0,1,18.855680969903094
15.299999999999995,70.5,1,19.424988818187966
15.399999999999995,61.0,1,18.470695916903626
15.399999999999995,61.5,1,19.027833511135416
15.399999999999995,62.0,1,19.15335662488102
15.399999999999995,62.5,1,19.2963585979342
15.399999999999995,63.0,1,18.189961646295718
15.399999999999995,63.5,1,18.326581375960487
15.399999999999995,64.0,1,18.446427203665102
15.399999999999995,64.5,1,18.594727806609253
15.399999999999995,65.0,1,18.888276978098254
15.399999999999995,65.5,1,18.187114966202888
15.399999999999995,66.0,1,19.148322532528105
15.399999999999995,66.5,1,18.04192016414624
15.399999999999995,67.0,1,19.007525659999047
15.399999999999995,67.5,1,18.057875296662758
15.399999999999995,68.0,1,18.46910898087129
15.399999999999995,68.5,1,18.308644389184227
15.399999999999995,69.0,1,18.46465632390148
15.399999999999995,69.5,1,18.60526496376172
15.399999999999995,70.0,1,18.776293816600823
15.399999999999995,70.5,1,18.919859109226948
15.499999999999995,61.0,1,18.50581195276349
15.499999999999995,61.5,1,19.064375071821562
15.499999999999995,62.0,1,19.18506280764459
15.499999999999995,62.5,1,19.319041017359005
15.499999999999995,63.0,1,18.22212538364508
15.499999999999995,63.5,1,18.35533247657056
15.499999999999995,64.0,1,18.48975408481165
15.499999999999995,64.5,1,18.611022666460187
15.499999999999995,65.0,1,18.907238888095215
15.499999999999995,65.5,1,18.211985128332966
15.499999999999995,66.0,1,17.90879328622201
15.499999999999995,66.5,1,18.066735058898615
15.499999999999995,67.0,1,19.032107165324746
15.499999999999995,67.5,1,18.075515276040637
15.499999999999995,68.0,1,18.49374977335433
15.499999999999995,68.5,1,18.33254022170577
15.499999999999995,69.0,1,18.48641087348215
15.499999999999995,69.5,1,18.625134003754248
15.499999999999995,70.0,1,18.794943695278143
15.499999999999995,70.5,1,18.93874842354398
15.599999999999994,61.0,1,18.532324070901076
15.599999999999994,61.5,1,19.0803621657598
15.599999999999994,62.0,1,19.206261504825925
15.599999999999994,62.5,1,19.342338528597846
15.599999999999994,63.0,1,18.246765567587428
15.599999999999994,63.5,1,18.372427614196283
15.599999999999994,64.0,1,18.648795136381736
15.599999999999994,64.5,1,18.63107329531979
15.599999999999994,65.0,1,18.923631465026777
15.599999999999994,65.5,1,18.236736155544026
15.599999999999994,66.0,1,19.20458864016326
15.599999999999994,66.5,1,18.08246727797475
15.599999999999994,67.0,1,19.068204440295563
15.599999999999994,67.5,1,18.096329648811256
15.599999999999994,68.0,1,18.51907790763081
15.599999999999994,68.5,1,18.35572200716528
15.599999999999994,69.0,1,18.509465140017518
15.599999999999994,69.5,1,18.66512813401437
15.599999999999994,70.0,1,18.81684781712309
15.599999999999994,70.5,1,18.978915247675346
15.699999999999994,61.0,1,18.55120165081954
15.699999999999994,61.5,1,19.098717384193282
15.699999999999994,62.0,1,19.22524502590612
15.699999999999994,62.5,1,19.363850898421596
15.699999999999994,63.0,1,18.404983194245865
15.699999999999994,63.5,1,18.396159238293578
15.699999999999994,64.0,1,18.531409411234605
15.699999999999994,64.5,1,18.65394740888523
15.699999999999994,65.0,1,18.951855610631398
15.699999999999994,65.5,1,18.25667966739585
15.699999999999994,66.0,1,19.224361836744468
15.699999999999994,66.5,1,18.108923803692964
15.699999999999994,67.0,1,19.106806190196103
15.699999999999994,67.5,1,18.1123806176957
15.699999999999994,68.0,1,18.539159438916666
15.699999999999994,68.5,1,18.396990664064326
15.699999999999994,69.0,1,18.533679663044015
15.699999999999994,69.5,1,18.689873637271376
15.699999999999994,70.0,1,18.844171604733788
15.699999999999994,70.5,1,18.998158286974608
15.799999999999994,61.0,1,18.587935088518005
15.799999999999994,61.5,1,19.130723231711407
15.799999999999994,62.0,1,19.268319331136073
15.799999999999994,62.5,1,19.39343018528298
15.799999999999994,63.0,1,18.444389665916678
15.799999999999994,63.5,1,18.4215773527661
15.799999999999994,64.0,1,18.70435478864603
15.799999999999994,64.5,1,18.709485608443213
15.799999999999994,65.0,1,18.99940626984047
15.799999999999994,65.5,1,18.2826391812781
15.799999999999994,66.0,1,19.250127769311277
15.799999999999994,66.5,1,18.13821787577952
15.799999999999994,67.0,1,19.137025294129074
15.799999999999994,67.5,1,18.147169924937543
15.799999999999994,68.0,1,18.56210547867566
15.799999999999994,68.5,1,18.42521729892475
15.799999999999994,69.0,1,18.573542826500166
15.799999999999994,69.5,1,18.7395936532451
15.799999999999994,70.0,1,18.891717939660502
15.799999999999994,70.5,1,19.02779984644247
15.899999999999993,61.0,1,18.601804149929382
15.899999999999993,61.5,1,19.146227623846613
15.899999999999993,62.0,1,19.289258535847665
15.899999999999993,62.5,1,19.413345397021843
15.899999999999993,63.0,1,18.458822161967483
15.899999999999993,63.5,1,18.43815232639404
15.899999999999993,64.0,1,18.72033180363607
15.899999999999993,64.5,1,18.735647989902624
15.899999999999993,65.0,1,19.01795675807376
15.899999999999993,65.5,1,18.297083657285143
15.899999999999993,66.0,1,19.271802924158212
15.899999999999993,66.5,1,18.157074501190788
15.899999999999993,67.0,1,19.16486671015567
15.899999999999993,67.5,1,18.167094735409492
15.899999999999993,68.0,1,18.579304441108597
15.899999999999993,68.5,1,18.45368305092826
15.899999999999993,69.0,1,18.595608111139548
15.899999999999993,69.5,1,18.765003760881267
15.899999999999993,70.0,1,18.91283958297759
15.899999999999993,70.5,1,19.044979611352687
15.999999999999993,61.0,1,18.6161316617569
15.999999999999993,61.5,1,19.161673524257555
15.999999999999993,62.0,1,19.304686968284418
15.999999999999993,62.5,1,19.458296967082287
15.999999999999993,63.0,1,18.47492086450452
15.999999999999993,63.5,1,18.45476920524031
15.999999999999993,64.0,1,18.743071358708633
15.999999999999993,64.5,1,18.756621466383233
15.999999999999993,65.0,1,19.03546001524976
15.999999999999993,65.5,1,18.3166679194231
15.999999999999993,66.0,1,19.310265759286835
15.999999999999993,66.5,1,18.17587137875625
15.999999999999993,67.0,1,19.186221092379505
15.999999999999993,67.5,1,18.197454822031425
15.999999999999993,68.0,1,18.596990257683416
15.999999999999993,68.5,1,18.47300220938333
15.999999999999993,69.0,1,18.613610859402435
15.999999999999993,69.5,1,18.7846397185246
15.999999999999993,70.0,1,18.92820501486742
15.999999999999993,70.5,1,19.06275795613733
16.099999999999994,61.0,1,19.091562429415532
16.099999999999994,61.5,1,19.147114451329724
16.099999999999994,62.0,1,19.28849887853648
16.099999999999994,62.5,1,19.445431844859215
16.099999999999994,63.0,1,19.103232520396407
16.099999999999994,63.5,1,19.409455130169572
16.099999999999994,64.0,1,19.35924505428759
16.099999999999994,64.5,1,19.154002035830626
16.099999999999994,65.0,1,18.950635780500598
16.099999999999994,65.5,1,19.277043182690583
16.099999999999994,66.0,1,19.094549294484835
16.099999999999994,66.5,1,19.55244558381317
16.099999999999994,67.0,1,19.383782447107823
16.099999999999994,67.5,1,18.737657438182623
16.099999999999994,68.0,1,19.49555939659434
16.099999999999994,68.5,1,19.01431945395874
16.099999999999994,69.0,1,18.672519856287224
16.099999999999994,69.5,1,19.32346587333138
16.099999999999994,70.0,1,18.985571963542675
16.099999999999994,70.5,1,18.493241324937394
16.199999999999992,61.0,1,19.0511926664799
16.199999999999992,61.5,1,19.177261748344378
16.199999999999992,62.0,1,18.837956833666105
16.199999999999992,62.5,1,19.47779312479575
16.199999999999992,63.0,1,19.324911638840838
16.199999999999992,63.5,1,19.464208960150927
16.199999999999992,64.0,1,19.383725761216933
16.199999999999992,64.5,1,19.174605678292615
16.199999999999992,65.0,1,18.987687034458848
16.199999999999992,65.5,1,19.315547936973214
16.199999999999992,66.0,1,19.11807355156664
16.199999999999992,66.5,1,19.600873452409378
16.199999999999992,67.0,1,19.40728993734505
16.199999999999992,67.5,1,18.77008603726763
16.199999999999992,68.0,1,19.5329949753377
16.199999999999992,68.5,1,19.042018563195125
16.199999999999992,69.0,1,18.720840104431634
16.199999999999992,69.5,1,19.347758178028194
16.199999999999992,70.0,1,19.03130333852885
16.199999999999992,70.5,1,18.531198635428574
16.29999999999999,61.0,1,19.07078331897357
16.29999999999999,61.5,1,19.21357466645743
16.29999999999999,62.0,1,19.34405439612368
16.29999999999999,62.5,1,19.500686667771387
16.29999999999999,63.0,1,19.352636764423437
16.29999999999999,63.5,1,19.483611043423032
16.29999999999999,64.0,1,19.40645225776044
16.29999999999999,64.5,1,19.219378776479964
16.29999999999999,65.0,1,19.009772378416077
16.29999999999999,65.5,1,19.33776364968613
16.29999999999999,66.0,1,19.14874828371749
16.29999999999999,66.5,1,19.644760663412573
16.29999999999999,67.0,1,19.437130538586622
16.29999999999999,67.5,1,18.791265387208437
16.29999999999999,68.0,1,19.575837916086314
16.29999999999999,68.5,1,19.075692116277907
16.29999999999999,69.0,1,18.742305860882126
16.29999999999999,69.5,1,19.378122876292935
16.29999999999999,70.0,1,19.051276270771886
16.29999999999999,70.5,1,18.558197606612634
16.39999999999999,61.0,1,19.141331218464376
16.39999999999999,61.5,1,19.278945071585184
16.39999999999999,62.0,1,18.28406658947775
16.39999999999999,62.5,1,18.3150326883801
16.39999999999999,63.0,1,18.432224268376974
16.39999999999999,63.5,1,18.57500410367706
16.39999999999999,64.0,1,18.860136372754585
16.39999999999999,64.5,1,18.170057911884808
16.39999999999999,65.0,1,19.13329134858621
16.39999999999999,65.5,1,18.0007802557667
16.39999999999999,66.0,1,18.98887055792658
16.39999999999999,66.5,1,18.027678094983436
16.39999999999999,67.0,1,18.43782279657575
16.39999999999999,67.5,1,18.292758393352983
16.39999999999999,68.0,1,18.435870239745498
16.39999999999999,68.5,1,18.584195783217016
16.39999999999999,69.0,1,18.75024661968725
16.39999999999999,69.5,1,18.90237091191312
16.39999999999999,70.0,1,19.03845282216694
16.39999999999999,70.5,1,19.175951314101752
16.499999999999993,61.0,1,19.168672944754586
16.499999999999993,61.5,1,19.308548888867893
16.499999999999993,62.0,1,18.210014218710466
16.499999999999993,62.5,1,18.349386239657175
16.499999999999993,63.0,1,18.455597023263095
16.499999999999993,63.5,1,18.60390970789095
16.499999999999993,64.0,1,18.900272171325852
16.499999999999993,64.5,1,18.196724291783152
16.499999999999993,65.0,1,17.90332801478715
16.499999999999993,65.5,1,18.060585172749445
16.499999999999993,66.0,1,19.01853996595516
16.499999999999993,66.5,1,18.070006267321915
16.499999999999993,67.0,1,18.48245731497169
16.499999999999993,67.5,1,18.320016714659012
16.499999999999993,68.0,1,18.477373206195104
16.499999999999993,68.5,1,18.6169560752442
16.499999999999993,69.0,1,18.786716753059785
16.499999999999993,69.5,1,18.93185310592849
16.499999999999993,70.0,1,19.064219836658665
16.499999999999993,70.5,1,19.232484129628318
16.59999999999999,61.0,1,19.202847553964613
16.59999999999999,61.5,1,19.331442159204258
16.59999999999999,62.0,1,18.24332255792731
16.59999999999999,62.5,1,18.36759997541386
16.59999999999999,63.0,1,18.504284585847877
16.59999999999999,63.5,1,18.626070156649185
16.59999999999999,64.0,1,18.918912855020718
16.59999999999999,64.5,1,18.228941777455574
16.59999999999999,65.0,1,19.199926218415648
16.59999999999999,65.5,1,18.079126756891622
16.59999999999999,66.0,1,19.049502291478912
16.59999999999999,66.5,1,18.09175607717851
16.59999999999999,67.0,1,18.51285933083092
16.59999999999999,67.5,1,18.34898579036448
16.59999999999999,68.0,1,18.506133783949736
16.59999999999999,68.5,1,18.652344923748377
16.59999999999999,69.0,1,18.81078021126382
16.59999999999999,69.5,1,18.968404339024282
16.59999999999999,70.0,1,19.101618438595906
16.59999999999999,70.5,1,19.267706437462838
16.69999999999999,61.0,1,19.21882556381705
16.69999999999999,61.5,1,19.359906332088975
16.69999999999999,62.0,1,18.401203561052473
16.69999999999999,62.5,1,18.392637037420354
16.69999999999999,63.0,1,18.523776310816604
16.69999999999999,63.5,1,18.645676960530167
16.69999999999999,64.0,1,18.94234522200815
16.69999999999999,64.5,1,18.25359978338184
16.69999999999999,65.0,1,19.220003201062276
16.69999999999999,65.5,1,18.101070425392138
16.69999999999999,66.0,1,19.101095329014136
16.69999999999999,66.5,1,18.1103010438765
16.69999999999999,67.0,1,18.536008422143595
16.69999999999999,67.5,1,18.384228916301502
16.69999999999999,68.0,1,18.525271180144674
16.69999999999999,68.5,1,18.684557881850502
16.69999999999999,69.0,1,18.839521608965963
16.69999999999999,69.5,1,18.993915779198545
16.69999999999999,70.0,1,19.134579017701988
16.69999999999999,70.5,1,19.287680900872946
16.79999999999999,61.0,1,19.273131602225543
16.79999999999999,61.5,1,19.395324196911204
16.79999999999999,62.0,1,18.44488279915221
16.79999999999999,62.5,1,18.421943778952453
16.79999999999999,63.0,1,18.704617583024866
16.79999999999999,63.5,1,18.709981393079573
16.79999999999999,64.0,1,18.999864514351337
16.79999999999999,64.5,1,18.282949427425688
16.79999999999999,65.0,1,19.2521329541673
16.79999999999999,65.5,1,18.138760862292266
16.79999999999999,66.0,1,19.139075588291007
16.79999999999999,66.5,1,18.147655950113688
16.79999999999999,67.0,1,18.562623533178467
16.79999999999999,67.5,1,18.431857738541662
16.79999999999999,68.0,1,18.578603396915273
16.79999999999999,68.5,1,18.74448124466536
16.79999999999999,69.0,1,18.895123093744775
16.79999999999999,69.5,1,19.028245808225392
16.79999999999999,70.0,1,19.17035224705878
16.79999999999999,70.5,1,19.333453679190058
16.89999999999999,61.0,1,19.294581582926327
16.89999999999999,61.5,1,19.42073966010622
16.89999999999999,62.0,1,18.461696321142348
16.89999999999999,62.5,1,18.443290633641727
16.89999999999999,63.0,1,18.73154632519457
16.89999999999999,63.5,1,18.7452373449311
16.89999999999999,64.0,1,19.023698208605925
16.89999999999999,64.5,1,18.305206516568244
16.89999999999999,65.0,1,19.285064629610265
16.89999999999999,65.5,1,18.16580510725112
16.89999999999999,66.0,1,19.176293001821755
16.89999999999999,66.5,1,18.184559408686866
16.89999999999999,67.0,1,18.586670932322022
16.89999999999999,67.5,1,18.461289000675208
16.89999999999999,68.0,1,18.600226275163386
16.89999999999999,68.5,1,18.773252821058044
16.89999999999999,69.0,1,18.916713742078784
16.89999999999999,69.5,1,19.052439745547346
16.89999999999999,70.0,1,19.215212575074958
16.89999999999999,70.5,1,19.36291434671585
16.99999999999999,61.0,1,19.347312376133573
16.99999999999999,61.5,1,19.50231370290662
16.99999999999999,62.0,1,18.371763724355667
16.99999999999999,62.5,1,18.50860509669062
16.99999999999999,63.0,1,18.769737350181963
16.99999999999999,63.5,1,18.789232084311546
16.99999999999999,64.0,1,19.072149396890715
16.99999999999999,64.5,1,18.359839788197434
16.99999999999999,65.0,1,19.34920038456538
16.99999999999999,65.5,1,18.243039411202616
16.99999999999999,66.0,1,19.211304471363313
16.99999999999999,66.5,1,18.23632421776642
16.99999999999999,67.0,1,18.654410931667655
16.99999999999999,67.5,1,18.51566535054274
16.99999999999999,68.0,1,18.667210905913528
16.99999999999999,68.5,1,18.821367258529705
16.99999999999999,69.0,1,18.97510568863354
16.99999999999999,69.5,1,19.118545486424892
16.99999999999999,70.0,1,19.278117215018362
16.99999999999999,70.5,1,19.42197466537428
17.099999999999987,61.0,1,18.78962726949644
17.099999999999987,61.5,1,19.440627912141135
17.099999999999987,62.0,1,19.27783981217641
17.099999999999987,62.5,1,19.420632171076413
17.099999999999987,63.0,1,19.365772004559172
17.099999999999987,63.5,1,19.155698124944514
17.099999999999987,64.0,1,18.938934303215863
17.099999999999987,64.5,1,19.266424876158467
17.099999999999987,65.0,1,19.074516199713926
17.099999999999987,65.5,1,19.573324356353268
17.099999999999987,66.0,1,19.36346942739569
17.099999999999987,66.5,1,18.7184052488118
17.099999999999987,67.0,1,19.501517231657623
17.099999999999987,67.5,1,19.009842858097485
17.099999999999987,68.0,1,18.69589374532803
17.099999999999987,68.5,1,19.328018067881125
17.099999999999987,69.0,1,18.984099996256
17.099999999999987,69.5,1,18.48159849915306
17.099999999999987,70.0,1,18.303184362677424
17.099999999999987,70.5,1,18.79032802809314
17.19999999999999,61.0,1,19.28936893455508
17.19999999999999,61.5,1,19.454886411323542
17.19999999999999,62.0,1,19.294240615648867
17.19999999999999,62.5,1,19.436434884513403
17.19999999999999,63.0,1,19.39176005245313
17.19999999999999,63.5,1,19.17407420011621
